"country","year","gender","age","rank_permanent_inc","nobs_res_1yr_log_chg_by_skill","p9050_res_1yr_log_chg_by_skill","p5010_res_1yr_log_chg_by_skill","p9010_res_1yr_log_chg_by_skill"
"AUS",2007,"All genders","25-34",5,30196,0.73223054,0.56046319,1.2926937
"AUS",2007,"All genders","25-34",7.5,30196,0.68020356,0.54439962,1.2246032
"AUS",2007,"All genders","25-34",10,30196,0.63321757,0.51050568,1.1437232
"AUS",2007,"All genders","25-34",12.5,30197,0.60103494,0.50246489,1.1034999
"AUS",2007,"All genders","25-34",15,30196,0.55171335,0.47672871,1.028442
"AUS",2007,"All genders","25-34",17.5,30196,0.51250243,0.4459815,0.95848393
"AUS",2007,"All genders","25-34",20,30196,0.48384914,0.42697018,0.91081929
"AUS",2007,"All genders","25-34",22.5,30198,0.47689232,0.39464191,0.87153423
"AUS",2007,"All genders","25-34",25,30195,0.42691523,0.37963539,0.80655062
"AUS",2007,"All genders","25-34",27.5,30196,0.41085657,0.37996399,0.7908206
"AUS",2007,"All genders","25-34",30,30196,0.39187089,0.34661651,0.73848736
"AUS",2007,"All genders","25-34",32.5,30196,0.3797181,0.33867159,0.71838969
"AUS",2007,"All genders","25-34",35,30197,0.35334992,0.33337969,0.68672961
"AUS",2007,"All genders","25-34",37.5,30196,0.33502069,0.32497019,0.65999091
"AUS",2007,"All genders","25-34",40,30196,0.32464528,0.3286863,0.65333158
"AUS",2007,"All genders","25-34",42.5,30196,0.3172549,0.31856471,0.63581961
"AUS",2007,"All genders","25-34",45,30197,0.30514991,0.3275423,0.63269222
"AUS",2007,"All genders","25-34",47.5,30196,0.30294079,0.30987909,0.61281991
"AUS",2007,"All genders","25-34",50,30196,0.28742242,0.31987169,0.60729408
"AUS",2007,"All genders","25-34",52.5,30196,0.28298199,0.30453479,0.58751678
"AUS",2007,"All genders","25-34",55,30196,0.27488169,0.3104845,0.58536619
"AUS",2007,"All genders","25-34",57.5,30197,0.2739622,0.3194153,0.59337747
"AUS",2007,"All genders","25-34",60,30196,0.26720169,0.30303571,0.5702374
"AUS",2007,"All genders","25-34",62.5,30197,0.26601881,0.30756,0.57357877
"AUS",2007,"All genders","25-34",65,30195,0.2627458,0.30991471,0.57266051
"AUS",2007,"All genders","25-34",67.5,30197,0.26109338,0.30033571,0.56142908
"AUS",2007,"All genders","25-34",70,30196,0.25988039,0.30809492,0.56797528
"AUS",2007,"All genders","25-34",72.5,30196,0.25476441,0.3033613,0.55812573
"AUS",2007,"All genders","25-34",75,30196,0.2497136,0.3072437,0.5569573
"AUS",2007,"All genders","25-34",77.5,30196,0.25122061,0.31413421,0.56535482
"AUS",2007,"All genders","25-34",80,30197,0.2437602,0.3226597,0.5664199
"AUS",2007,"All genders","25-34",82.5,30196,0.23723578,0.31791592,0.5551517
"AUS",2007,"All genders","25-34",85,30196,0.233468,0.32929429,0.56276226
"AUS",2007,"All genders","25-34",87.5,30196,0.23324201,0.32495031,0.55819231
"AUS",2007,"All genders","25-34",90,30197,0.23205981,0.34416339,0.57622319
"AUS",2007,"All genders","25-34",92.5,30196,0.23473929,0.33156592,0.56630516
"AUS",2007,"All genders","25-34",95,30196,0.24821,0.3453103,0.59352028
"AUS",2007,"All genders","25-34",97.5,30196,0.26884449,0.35528761,0.6241321
"AUS",2007,"All genders","25-34",99,18118,0.29382631,0.38209841,0.67592472
"AUS",2007,"All genders","25-34",99.9,10871,0.33627051,0.49659881,0.83286929
"AUS",2007,"All genders","25-34",100,1207,0.42746568,0.66622049,1.0936862
"AUS",2007,"All genders","25-55",2.5,97381,0.79785329,0.45701361,1.254867
"AUS",2007,"All genders","25-55",5,97381,0.66600102,0.44419032,1.1101913
"AUS",2007,"All genders","25-55",7.5,97381,0.59890366,0.4080568,1.0069604
"AUS",2007,"All genders","25-55",10,97382,0.54935986,0.39004299,0.93940288
"AUS",2007,"All genders","25-55",12.5,97379,0.50879741,0.35920072,0.86799812
"AUS",2007,"All genders","25-55",15,97381,0.47049823,0.3395862,0.81008446
"AUS",2007,"All genders","25-55",17.5,97382,0.43046382,0.32057691,0.7510407
"AUS",2007,"All genders","25-55",20,97380,0.40408552,0.29923469,0.70332021
"AUS",2007,"All genders","25-55",22.5,97380,0.3848269,0.28681609,0.67164302
"AUS",2007,"All genders","25-55",25,97381,0.36206359,0.2719574,0.63402098
"AUS",2007,"All genders","25-55",27.5,97381,0.34500641,0.26633298,0.61133939
"AUS",2007,"All genders","25-55",30,97381,0.32874069,0.25995401,0.58869469
"AUS",2007,"All genders","25-55",32.5,97382,0.31970268,0.25420919,0.57391191
"AUS",2007,"All genders","25-55",35,97379,0.31107002,0.24731231,0.55838233
"AUS",2007,"All genders","25-55",37.5,97381,0.29207441,0.2484656,0.54053998
"AUS",2007,"All genders","25-55",40,97381,0.28708428,0.24060059,0.52768487
"AUS",2007,"All genders","25-55",42.5,97381,0.2765089,0.2416667,0.5181756
"AUS",2007,"All genders","25-55",45,97380,0.2718206,0.2359788,0.50779939
"AUS",2007,"All genders","25-55",47.5,97381,0.2613951,0.23806879,0.49946389
"AUS",2007,"All genders","25-55",50,97382,0.2605941,0.2356364,0.49623048
"AUS",2007,"All genders","25-55",52.5,97380,0.25163001,0.2345922,0.48622221
"AUS",2007,"All genders","25-55",55,97381,0.2460787,0.23522121,0.48129988
"AUS",2007,"All genders","25-55",57.5,97380,0.2431528,0.2301054,0.4732582
"AUS",2007,"All genders","25-55",60,97381,0.23808859,0.2295792,0.46766779
"AUS",2007,"All genders","25-55",62.5,97383,0.2381233,0.22795039,0.46607369
"AUS",2007,"All genders","25-55",65,97379,0.23231059,0.2276026,0.45991319
"AUS",2007,"All genders","25-55",67.5,97380,0.2340629,0.2227523,0.45681518
"AUS",2007,"All genders","25-55",70,97382,0.2308228,0.2293494,0.46017221
"AUS",2007,"All genders","25-55",72.5,97381,0.22758959,0.2265821,0.45417169
"AUS",2007,"All genders","25-55",75,97380,0.22487959,0.23080051,0.45568007
"AUS",2007,"All genders","25-55",77.5,97381,0.22367992,0.2336213,0.4573012
"AUS",2007,"All genders","25-55",80,97380,0.21900772,0.2342409,0.45324862
"AUS",2007,"All genders","25-55",82.5,97381,0.2181606,0.24525739,0.46341801
"AUS",2007,"All genders","25-55",85,97383,0.21763141,0.24333011,0.46096152
"AUS",2007,"All genders","25-55",87.5,97379,0.21723729,0.25105551,0.46829277
"AUS",2007,"All genders","25-55",90,97380,0.21791041,0.24495411,0.46286452
"AUS",2007,"All genders","25-55",92.5,97381,0.21641311,0.2421498,0.45856291
"AUS",2007,"All genders","25-55",95,97381,0.22334769,0.2479558,0.47130349
"AUS",2007,"All genders","25-55",97.5,97381,0.24091041,0.27867162,0.51958203
"AUS",2007,"All genders","25-55",99,58428,0.2830267,0.33372247,0.61674917
"AUS",2007,"All genders","25-55",99.9,35057,0.32991332,0.40912399,0.73903728
"AUS",2007,"All genders","25-55",100,3895,0.3881335,0.50176585,0.88989931
"AUS",2007,"All genders","35-44",2.5,41197,0.78533751,0.44708839,1.2324259
"AUS",2007,"All genders","35-44",5,41197,0.64526969,0.4339793,1.079249
"AUS",2007,"All genders","35-44",7.5,41197,0.58302772,0.3975808,0.98060846
"AUS",2007,"All genders","35-44",10,41197,0.53688323,0.37466413,0.9115473
"AUS",2007,"All genders","35-44",12.5,41197,0.50398713,0.35087901,0.85486615
"AUS",2007,"All genders","35-44",15,41197,0.46263552,0.32314032,0.78577584
"AUS",2007,"All genders","35-44",17.5,41197,0.4295871,0.3183727,0.74795979
"AUS",2007,"All genders","35-44",20,41197,0.39012742,0.28899831,0.67912573
"AUS",2007,"All genders","35-44",22.5,41197,0.3837226,0.27024978,0.65397239
"AUS",2007,"All genders","35-44",25,41197,0.36118808,0.26600659,0.6271947
"AUS",2007,"All genders","35-44",27.5,41197,0.329431,0.2527346,0.5821656
"AUS",2007,"All genders","35-44",30,41197,0.32377359,0.24490769,0.5686813
"AUS",2007,"All genders","35-44",32.5,41197,0.3075788,0.23809969,0.5456785
"AUS",2007,"All genders","35-44",35,41197,0.30581099,0.2381402,0.54395115
"AUS",2007,"All genders","35-44",37.5,41197,0.29228121,0.2290829,0.52136409
"AUS",2007,"All genders","35-44",40,41197,0.2724804,0.23118579,0.50366616
"AUS",2007,"All genders","35-44",42.5,41197,0.27071172,0.2285656,0.49927729
"AUS",2007,"All genders","35-44",45,41197,0.26468149,0.21976539,0.48444688
"AUS",2007,"All genders","35-44",47.5,41197,0.26101449,0.2236138,0.48462829
"AUS",2007,"All genders","35-44",50,41197,0.25229838,0.2190953,0.4713937
"AUS",2007,"All genders","35-44",52.5,41197,0.24107869,0.22211491,0.4631936
"AUS",2007,"All genders","35-44",55,41197,0.24308822,0.21490909,0.45799732
"AUS",2007,"All genders","35-44",57.5,41197,0.23668209,0.21694431,0.45362639
"AUS",2007,"All genders","35-44",60,41197,0.23156032,0.21746591,0.44902623
"AUS",2007,"All genders","35-44",62.5,41197,0.2312963,0.21221569,0.44351199
"AUS",2007,"All genders","35-44",65,41197,0.22632138,0.20570301,0.43202439
"AUS",2007,"All genders","35-44",67.5,41197,0.22615941,0.21105531,0.43721473
"AUS",2007,"All genders","35-44",70,41197,0.2205531,0.2108299,0.43138301
"AUS",2007,"All genders","35-44",72.5,41197,0.22415,0.2059193,0.4300693
"AUS",2007,"All genders","35-44",75,41197,0.21645619,0.2142081,0.4306643
"AUS",2007,"All genders","35-44",77.5,41197,0.2155619,0.2199719,0.43553379
"AUS",2007,"All genders","35-44",80,41198,0.22001511,0.223757,0.44377211
"AUS",2007,"All genders","35-44",82.5,41196,0.21532729,0.2384713,0.45379859
"AUS",2007,"All genders","35-44",85,41197,0.2179601,0.23640271,0.45436281
"AUS",2007,"All genders","35-44",87.5,41197,0.2187008,0.25015339,0.46885419
"AUS",2007,"All genders","35-44",90,41197,0.21563701,0.25271392,0.46835092
"AUS",2007,"All genders","35-44",92.5,41197,0.2137782,0.24920771,0.46298587
"AUS",2007,"All genders","35-44",95,41197,0.22401431,0.2672309,0.49124521
"AUS",2007,"All genders","35-44",97.5,41197,0.25295931,0.29512131,0.54808062
"AUS",2007,"All genders","35-44",99,24719,0.29170537,0.35836679,0.65007222
"AUS",2007,"All genders","35-44",99.9,14831,0.35340258,0.44803181,0.8014344
"AUS",2007,"All genders","35-44",100,1647,0.4021849,0.53584522,0.93803012
"AUS",2007,"All genders","45-55",2.5,25988,0.7344901,0.37938643,1.1138765
"AUS",2007,"All genders","45-55",5,25988,0.57778817,0.3632026,0.94099081
"AUS",2007,"All genders","45-55",7.5,25987,0.50500679,0.32132658,0.8263334
"AUS",2007,"All genders","45-55",10,25988,0.45205003,0.31139082,0.76344085
"AUS",2007,"All genders","45-55",12.5,25987,0.40738612,0.27590689,0.68329298
"AUS",2007,"All genders","45-55",15,25988,0.36874002,0.2611036,0.62984359
"AUS",2007,"All genders","45-55",17.5,25987,0.3407279,0.2389071,0.57963502
"AUS",2007,"All genders","45-55",20,25988,0.31573558,0.23154551,0.54728109
"AUS",2007,"All genders","45-55",22.5,25987,0.30648983,0.2202988,0.52678859
"AUS",2007,"All genders","45-55",25,25988,0.27359569,0.21251839,0.48611408
"AUS",2007,"All genders","45-55",27.5,25988,0.26826119,0.2092348,0.477496
"AUS",2007,"All genders","45-55",30,25987,0.25955188,0.2031233,0.46267521
"AUS",2007,"All genders","45-55",32.5,25988,0.23849969,0.2084351,0.44693479
"AUS",2007,"All genders","45-55",35,25987,0.2424861,0.2033668,0.44585291
"AUS",2007,"All genders","45-55",37.5,25988,0.22797039,0.1973069,0.42527729
"AUS",2007,"All genders","45-55",40,25987,0.21997631,0.19210729,0.4120836
"AUS",2007,"All genders","45-55",42.5,25988,0.2185737,0.1845632,0.40313691
"AUS",2007,"All genders","45-55",45,25987,0.2119204,0.19098009,0.40290049
"AUS",2007,"All genders","45-55",47.5,25988,0.20496199,0.1883435,0.39330548
"AUS",2007,"All genders","45-55",50,25987,0.19282261,0.1876816,0.38050419
"AUS",2007,"All genders","45-55",52.5,25988,0.20032561,0.18566909,0.3859947
"AUS",2007,"All genders","45-55",55,25988,0.19025481,0.1845731,0.37482792
"AUS",2007,"All genders","45-55",57.5,25987,0.1937432,0.1786982,0.37244141
"AUS",2007,"All genders","45-55",60,25988,0.18693,0.17539319,0.36232319
"AUS",2007,"All genders","45-55",62.5,25987,0.18503641,0.174826,0.35986239
"AUS",2007,"All genders","45-55",65,25988,0.178351,0.1743677,0.35271871
"AUS",2007,"All genders","45-55",67.5,25987,0.1800887,0.16715181,0.34724051
"AUS",2007,"All genders","45-55",70,25988,0.17458799,0.1759637,0.35055169
"AUS",2007,"All genders","45-55",72.5,25987,0.1746563,0.17389239,0.34854871
"AUS",2007,"All genders","45-55",75,25988,0.1749309,0.1734716,0.3484025
"AUS",2007,"All genders","45-55",77.5,25988,0.17073281,0.1712974,0.3420302
"AUS",2007,"All genders","45-55",80,25987,0.1695289,0.18332329,0.3528522
"AUS",2007,"All genders","45-55",82.5,25988,0.16848721,0.17973959,0.34822682
"AUS",2007,"All genders","45-55",85,25987,0.1650629,0.1802959,0.34535879
"AUS",2007,"All genders","45-55",87.5,25988,0.16442689,0.18364261,0.34806949
"AUS",2007,"All genders","45-55",90,25987,0.1561403,0.1727491,0.3288894
"AUS",2007,"All genders","45-55",92.5,25988,0.153826,0.17558619,0.32941222
"AUS",2007,"All genders","45-55",95,25987,0.1693853,0.189799,0.35918429
"AUS",2007,"All genders","45-55",97.5,25988,0.1982546,0.2264057,0.4246603
"AUS",2007,"All genders","45-55",99,15592,0.24881981,0.28516701,0.53398681
"AUS",2007,"All genders","45-55",99.9,9356,0.30562431,0.3701762,0.6758005
"AUS",2007,"All genders","45-55",100,1039,0.36127663,0.43545318,0.7967298
"AUS",2008,"All genders","25-34",2.5,30935,0.8238095,0.61743629,1.4412458
"AUS",2008,"All genders","25-34",5,30935,0.71364599,0.60765582,1.3213018
"AUS",2008,"All genders","25-34",7.5,30934,0.6435079,0.57708389,1.2205918
"AUS",2008,"All genders","25-34",10,30935,0.59289217,0.56081229,1.1537045
"AUS",2008,"All genders","25-34",12.5,30934,0.5541442,0.5359109,1.0900551
"AUS",2008,"All genders","25-34",15,30935,0.51464009,0.52150959,1.0361497
"AUS",2008,"All genders","25-34",17.5,30934,0.4938421,0.48249251,0.97633457
"AUS",2008,"All genders","25-34",20,30935,0.4524641,0.47205269,0.9245168
"AUS",2008,"All genders","25-34",22.5,30934,0.41508701,0.43549299,0.85057998
"AUS",2008,"All genders","25-34",25,30935,0.40132621,0.4210251,0.82235134
"AUS",2008,"All genders","25-34",27.5,30934,0.3795374,0.41833341,0.79787076
"AUS",2008,"All genders","25-34",30,30935,0.3556805,0.40762031,0.76330078
"AUS",2008,"All genders","25-34",32.5,30934,0.339715,0.37274191,0.71245694
"AUS",2008,"All genders","25-34",35,30935,0.32036659,0.36304629,0.68341291
"AUS",2008,"All genders","25-34",37.5,30934,0.31594563,0.34735298,0.66329861
"AUS",2008,"All genders","25-34",40,30935,0.29721919,0.35036311,0.64758229
"AUS",2008,"All genders","25-34",42.5,30934,0.28751349,0.35974377,0.64725733
"AUS",2008,"All genders","25-34",45,30935,0.281414,0.34792069,0.62933469
"AUS",2008,"All genders","25-34",47.5,30934,0.28152472,0.33864969,0.62017441
"AUS",2008,"All genders","25-34",50,30935,0.26701522,0.3424432,0.60945845
"AUS",2008,"All genders","25-34",52.5,30935,0.26833531,0.33665991,0.60499525
"AUS",2008,"All genders","25-34",55,30934,0.25876492,0.34173429,0.60049921
"AUS",2008,"All genders","25-34",57.5,30935,0.25697389,0.34352461,0.6004985
"AUS",2008,"All genders","25-34",60,30934,0.25181878,0.32247782,0.57429659
"AUS",2008,"All genders","25-34",62.5,30935,0.2451472,0.32722509,0.57237232
"AUS",2008,"All genders","25-34",65,30934,0.24319619,0.33251721,0.5757134
"AUS",2008,"All genders","25-34",67.5,30935,0.24295451,0.33080199,0.57375652
"AUS",2008,"All genders","25-34",70,30934,0.24007532,0.329743,0.56981832
"AUS",2008,"All genders","25-34",72.5,30935,0.23570698,0.33461499,0.57032198
"AUS",2008,"All genders","25-34",75,30934,0.23127732,0.33301818,0.56429553
"AUS",2008,"All genders","25-34",77.5,30935,0.23141181,0.34029648,0.57170832
"AUS",2008,"All genders","25-34",80,30934,0.22888869,0.34440479,0.57329345
"AUS",2008,"All genders","25-34",82.5,30935,0.22309342,0.33178809,0.55488151
"AUS",2008,"All genders","25-34",85,30934,0.21590728,0.35182232,0.56772959
"AUS",2008,"All genders","25-34",87.5,30935,0.2226826,0.35301018,0.57569277
"AUS",2008,"All genders","25-34",90,30934,0.2132082,0.3593919,0.57260013
"AUS",2008,"All genders","25-34",92.5,30935,0.22401428,0.36602351,0.59003782
"AUS",2008,"All genders","25-34",95,30934,0.22910209,0.36789531,0.59699738
"AUS",2008,"All genders","25-34",97.5,30935,0.2415563,0.3764984,0.61805469
"AUS",2008,"All genders","25-34",99,18561,0.25737441,0.42642981,0.68380421
"AUS",2008,"All genders","25-34",99.9,11136,0.29664338,0.60901541,0.90565878
"AUS",2008,"All genders","25-34",100,1237,0.43574682,0.89235079,1.3280976
"AUS",2008,"All genders","25-55",2.5,99283,0.76922846,0.4826,1.2518284
"AUS",2008,"All genders","25-55",5,99282,0.63419271,0.4739472,1.1081399
"AUS",2008,"All genders","25-55",7.5,99282,0.56212711,0.45429552,1.0164226
"AUS",2008,"All genders","25-55",10,99282,0.51317084,0.42491537,0.93808621
"AUS",2008,"All genders","25-55",12.5,99283,0.46013001,0.3975096,0.85763961
"AUS",2008,"All genders","25-55",15,99282,0.42838868,0.37428942,0.80267811
"AUS",2008,"All genders","25-55",17.5,99282,0.39891538,0.34623671,0.74515212
"AUS",2008,"All genders","25-55",20,99282,0.37322873,0.33085912,0.70408785
"AUS",2008,"All genders","25-55",22.5,99283,0.347334,0.3236928,0.67102683
"AUS",2008,"All genders","25-55",25,99282,0.33090252,0.30604929,0.6369518
"AUS",2008,"All genders","25-55",27.5,99282,0.3094095,0.3008756,0.6102851
"AUS",2008,"All genders","25-55",30,99282,0.30850178,0.29844519,0.606947
"AUS",2008,"All genders","25-55",32.5,99283,0.29407072,0.2924872,0.58655792
"AUS",2008,"All genders","25-55",35,99282,0.28144291,0.2839638,0.56540668
"AUS",2008,"All genders","25-55",37.5,99282,0.27222911,0.27955061,0.55177969
"AUS",2008,"All genders","25-55",40,99282,0.26553231,0.27525771,0.54079002
"AUS",2008,"All genders","25-55",42.5,99283,0.25331602,0.2700249,0.52334094
"AUS",2008,"All genders","25-55",45,99282,0.2467986,0.27174219,0.5185408
"AUS",2008,"All genders","25-55",47.5,99282,0.2403802,0.26378739,0.50416756
"AUS",2008,"All genders","25-55",50,99282,0.242046,0.26402649,0.50607252
"AUS",2008,"All genders","25-55",52.5,99283,0.2302945,0.26338041,0.49367487
"AUS",2008,"All genders","25-55",55,99282,0.22817689,0.2616739,0.48985079
"AUS",2008,"All genders","25-55",57.5,99282,0.223343,0.25829238,0.48163539
"AUS",2008,"All genders","25-55",60,99282,0.21869521,0.25561669,0.47431189
"AUS",2008,"All genders","25-55",62.5,99283,0.21771719,0.2501218,0.467839
"AUS",2008,"All genders","25-55",65,99282,0.2173921,0.2535457,0.47093779
"AUS",2008,"All genders","25-55",67.5,99282,0.2135559,0.24879399,0.46234989
"AUS",2008,"All genders","25-55",70,99282,0.212125,0.25334162,0.46546662
"AUS",2008,"All genders","25-55",72.5,99283,0.21306172,0.2587015,0.47176319
"AUS",2008,"All genders","25-55",75,99282,0.2083683,0.25653309,0.46490139
"AUS",2008,"All genders","25-55",77.5,99282,0.20620202,0.2650862,0.4712882
"AUS",2008,"All genders","25-55",80,99282,0.20649379,0.25624841,0.46274221
"AUS",2008,"All genders","25-55",82.5,99283,0.2042716,0.26779431,0.4720659
"AUS",2008,"All genders","25-55",85,99282,0.20473509,0.2763817,0.48111677
"AUS",2008,"All genders","25-55",87.5,99282,0.1985893,0.27798209,0.47657138
"AUS",2008,"All genders","25-55",90,99282,0.19963761,0.27503818,0.4746758
"AUS",2008,"All genders","25-55",92.5,99283,0.19845261,0.28039551,0.4788481
"AUS",2008,"All genders","25-55",95,99282,0.20399871,0.2864449,0.49044359
"AUS",2008,"All genders","25-55",97.5,99282,0.22118081,0.32912928,0.55031013
"AUS",2008,"All genders","25-55",99,59570,0.2525174,0.42831412,0.68083155
"AUS",2008,"All genders","25-55",99.9,35741,0.30129001,0.57720035,0.87849039
"AUS",2008,"All genders","25-55",100,3971,0.335484,0.88132101,1.216805
"AUS",2008,"All genders","35-44",2.5,41861,0.75682181,0.47579879,1.2326206
"AUS",2008,"All genders","35-44",5,41861,0.61876369,0.45132482,1.0700885
"AUS",2008,"All genders","35-44",7.5,41861,0.54531157,0.44365931,0.98897088
"AUS",2008,"All genders","35-44",10,41860,0.50299549,0.4157632,0.91875875
"AUS",2008,"All genders","35-44",12.5,41861,0.4489935,0.3851124,0.83410585
"AUS",2008,"All genders","35-44",15,41861,0.4193942,0.36417672,0.78357089
"AUS",2008,"All genders","35-44",17.5,41861,0.39763108,0.33119261,0.72882366
"AUS",2008,"All genders","35-44",20,41860,0.36195478,0.3138651,0.67581987
"AUS",2008,"All genders","35-44",22.5,41861,0.34196278,0.31144029,0.6534031
"AUS",2008,"All genders","35-44",25,41861,0.31881109,0.28758842,0.60639954
"AUS",2008,"All genders","35-44",27.5,41861,0.3054969,0.28802299,0.59351993
