"","date","series","value"
"5129",2014-04-09,"Cash Rate Target",2.5
"5130",2014-04-10,"Cash Rate Target",2.5
"5131",2014-04-11,"Cash Rate Target",2.5
"5132",2014-04-14,"Cash Rate Target",2.5
"5133",2014-04-15,"Cash Rate Target",2.5
"5134",2014-04-16,"Cash Rate Target",2.5
"5135",2014-04-17,"Cash Rate Target",2.5
"5136",2014-04-22,"Cash Rate Target",2.5
"5137",2014-04-23,"Cash Rate Target",2.5
"5138",2014-04-24,"Cash Rate Target",2.5
"5139",2014-04-28,"Cash Rate Target",2.5
"5140",2014-04-29,"Cash Rate Target",2.5
"5141",2014-04-30,"Cash Rate Target",2.5
"5142",2014-05-01,"Cash Rate Target",2.5
"5143",2014-05-02,"Cash Rate Target",2.5
"5144",2014-05-05,"Cash Rate Target",2.5
"5145",2014-05-06,"Cash Rate Target",2.5
"5146",2014-05-07,"Cash Rate Target",2.5
"5147",2014-05-08,"Cash Rate Target",2.5
"5148",2014-05-09,"Cash Rate Target",2.5
"5149",2014-05-12,"Cash Rate Target",2.5
"5150",2014-05-13,"Cash Rate Target",2.5
"5151",2014-05-14,"Cash Rate Target",2.5
"5152",2014-05-15,"Cash Rate Target",2.5
"5153",2014-05-16,"Cash Rate Target",2.5
"5154",2014-05-19,"Cash Rate Target",2.5
"5155",2014-05-20,"Cash Rate Target",2.5
"5156",2014-05-21,"Cash Rate Target",2.5
"5157",2014-05-22,"Cash Rate Target",2.5
"5158",2014-05-23,"Cash Rate Target",2.5
"5159",2014-05-26,"Cash Rate Target",2.5
"5160",2014-05-27,"Cash Rate Target",2.5
"5161",2014-05-28,"Cash Rate Target",2.5
"5162",2014-05-29,"Cash Rate Target",2.5
"5163",2014-05-30,"Cash Rate Target",2.5
"5164",2014-06-02,"Cash Rate Target",2.5
"5165",2014-06-03,"Cash Rate Target",2.5
"5166",2014-06-04,"Cash Rate Target",2.5
"5167",2014-06-05,"Cash Rate Target",2.5
"5168",2014-06-06,"Cash Rate Target",2.5
"5169",2014-06-10,"Cash Rate Target",2.5
"5170",2014-06-11,"Cash Rate Target",2.5
"5171",2014-06-12,"Cash Rate Target",2.5
"5172",2014-06-13,"Cash Rate Target",2.5
"5173",2014-06-16,"Cash Rate Target",2.5
"5174",2014-06-17,"Cash Rate Target",2.5
"5175",2014-06-18,"Cash Rate Target",2.5
"5176",2014-06-19,"Cash Rate Target",2.5
"5177",2014-06-20,"Cash Rate Target",2.5
"5178",2014-06-23,"Cash Rate Target",2.5
"5179",2014-06-24,"Cash Rate Target",2.5
"5180",2014-06-25,"Cash Rate Target",2.5
"5181",2014-06-26,"Cash Rate Target",2.5
"5182",2014-06-27,"Cash Rate Target",2.5
"5183",2014-06-30,"Cash Rate Target",2.5
"5184",2014-07-01,"Cash Rate Target",2.5
"5185",2014-07-02,"Cash Rate Target",2.5
"5186",2014-07-03,"Cash Rate Target",2.5
"5187",2014-07-04,"Cash Rate Target",2.5
"5188",2014-07-07,"Cash Rate Target",2.5
"5189",2014-07-08,"Cash Rate Target",2.5
"5190",2014-07-09,"Cash Rate Target",2.5
"5191",2014-07-10,"Cash Rate Target",2.5
"5192",2014-07-11,"Cash Rate Target",2.5
"5193",2014-07-14,"Cash Rate Target",2.5
"5194",2014-07-15,"Cash Rate Target",2.5
"5195",2014-07-16,"Cash Rate Target",2.5
"5196",2014-07-17,"Cash Rate Target",2.5
"5197",2014-07-18,"Cash Rate Target",2.5
"5198",2014-07-21,"Cash Rate Target",2.5
"5199",2014-07-22,"Cash Rate Target",2.5
"5200",2014-07-23,"Cash Rate Target",2.5
"5201",2014-07-24,"Cash Rate Target",2.5
"5202",2014-07-25,"Cash Rate Target",2.5
"5203",2014-07-28,"Cash Rate Target",2.5
"5204",2014-07-29,"Cash Rate Target",2.5
"5205",2014-07-30,"Cash Rate Target",2.5
"5206",2014-07-31,"Cash Rate Target",2.5
"5207",2014-08-01,"Cash Rate Target",2.5
"5208",2014-08-04,"Cash Rate Target",2.5
"5209",2014-08-05,"Cash Rate Target",2.5
"5210",2014-08-06,"Cash Rate Target",2.5
"5211",2014-08-07,"Cash Rate Target",2.5
"5212",2014-08-08,"Cash Rate Target",2.5
"5213",2014-08-11,"Cash Rate Target",2.5
"5214",2014-08-12,"Cash Rate Target",2.5
"5215",2014-08-13,"Cash Rate Target",2.5
"5216",2014-08-14,"Cash Rate Target",2.5
"5217",2014-08-15,"Cash Rate Target",2.5
"5218",2014-08-18,"Cash Rate Target",2.5
"5219",2014-08-19,"Cash Rate Target",2.5
"5220",2014-08-20,"Cash Rate Target",2.5
"5221",2014-08-21,"Cash Rate Target",2.5
"5222",2014-08-22,"Cash Rate Target",2.5
"5223",2014-08-25,"Cash Rate Target",2.5
"5224",2014-08-26,"Cash Rate Target",2.5
"5225",2014-08-27,"Cash Rate Target",2.5
"5226",2014-08-28,"Cash Rate Target",2.5
"5227",2014-08-29,"Cash Rate Target",2.5
"5228",2014-09-01,"Cash Rate Target",2.5
"5229",2014-09-02,"Cash Rate Target",2.5
"5230",2014-09-03,"Cash Rate Target",2.5
"5231",2014-09-04,"Cash Rate Target",2.5
"5232",2014-09-05,"Cash Rate Target",2.5
"5233",2014-09-08,"Cash Rate Target",2.5
"5234",2014-09-09,"Cash Rate Target",2.5
"5235",2014-09-10,"Cash Rate Target",2.5
"5236",2014-09-11,"Cash Rate Target",2.5
"5237",2014-09-12,"Cash Rate Target",2.5
"5238",2014-09-15,"Cash Rate Target",2.5
"5239",2014-09-16,"Cash Rate Target",2.5
"5240",2014-09-17,"Cash Rate Target",2.5
"5241",2014-09-18,"Cash Rate Target",2.5
"5242",2014-09-19,"Cash Rate Target",2.5
"5243",2014-09-22,"Cash Rate Target",2.5
"5244",2014-09-23,"Cash Rate Target",2.5
"5245",2014-09-24,"Cash Rate Target",2.5
"5246",2014-09-25,"Cash Rate Target",2.5
"5247",2014-09-26,"Cash Rate Target",2.5
"5248",2014-09-29,"Cash Rate Target",2.5
"5249",2014-09-30,"Cash Rate Target",2.5
"5250",2014-10-01,"Cash Rate Target",2.5
"5251",2014-10-02,"Cash Rate Target",2.5
"5252",2014-10-03,"Cash Rate Target",2.5
"5253",2014-10-06,"Cash Rate Target",2.5
"5254",2014-10-07,"Cash Rate Target",2.5
"5255",2014-10-08,"Cash Rate Target",2.5
"5256",2014-10-09,"Cash Rate Target",2.5
"5257",2014-10-10,"Cash Rate Target",2.5
"5258",2014-10-13,"Cash Rate Target",2.5
"5259",2014-10-14,"Cash Rate Target",2.5
"5260",2014-10-15,"Cash Rate Target",2.5
"5261",2014-10-16,"Cash Rate Target",2.5
"5262",2014-10-17,"Cash Rate Target",2.5
"5263",2014-10-20,"Cash Rate Target",2.5
"5264",2014-10-21,"Cash Rate Target",2.5
"5265",2014-10-22,"Cash Rate Target",2.5
"5266",2014-10-23,"Cash Rate Target",2.5
"5267",2014-10-24,"Cash Rate Target",2.5
"5268",2014-10-27,"Cash Rate Target",2.5
"5269",2014-10-28,"Cash Rate Target",2.5
"5270",2014-10-29,"Cash Rate Target",2.5
"5271",2014-10-30,"Cash Rate Target",2.5
"5272",2014-10-31,"Cash Rate Target",2.5
"5273",2014-11-03,"Cash Rate Target",2.5
"5274",2014-11-04,"Cash Rate Target",2.5
"5275",2014-11-05,"Cash Rate Target",2.5
"5276",2014-11-06,"Cash Rate Target",2.5
"5277",2014-11-07,"Cash Rate Target",2.5
"5278",2014-11-10,"Cash Rate Target",2.5
"5279",2014-11-11,"Cash Rate Target",2.5
"5280",2014-11-12,"Cash Rate Target",2.5
"5281",2014-11-13,"Cash Rate Target",2.5
"5282",2014-11-14,"Cash Rate Target",2.5
"5283",2014-11-17,"Cash Rate Target",2.5
"5284",2014-11-18,"Cash Rate Target",2.5
"5285",2014-11-19,"Cash Rate Target",2.5
"5286",2014-11-20,"Cash Rate Target",2.5
"5287",2014-11-21,"Cash Rate Target",2.5
"5288",2014-11-24,"Cash Rate Target",2.5
"5289",2014-11-25,"Cash Rate Target",2.5
"5290",2014-11-26,"Cash Rate Target",2.5
"5291",2014-11-27,"Cash Rate Target",2.5
"5292",2014-11-28,"Cash Rate Target",2.5
"5293",2014-12-01,"Cash Rate Target",2.5
"5294",2014-12-02,"Cash Rate Target",2.5
"5295",2014-12-03,"Cash Rate Target",2.5
"5296",2014-12-04,"Cash Rate Target",2.5
"5297",2014-12-05,"Cash Rate Target",2.5
"5298",2014-12-08,"Cash Rate Target",2.5
"5299",2014-12-09,"Cash Rate Target",2.5
"5300",2014-12-10,"Cash Rate Target",2.5
"5301",2014-12-11,"Cash Rate Target",2.5
"5302",2014-12-12,"Cash Rate Target",2.5
"5303",2014-12-15,"Cash Rate Target",2.5
"5304",2014-12-16,"Cash Rate Target",2.5
"5305",2014-12-17,"Cash Rate Target",2.5
"5306",2014-12-18,"Cash Rate Target",2.5
"5307",2014-12-19,"Cash Rate Target",2.5
"5308",2014-12-22,"Cash Rate Target",2.5
"5309",2014-12-23,"Cash Rate Target",2.5
"5310",2014-12-24,"Cash Rate Target",2.5
"5311",2014-12-29,"Cash Rate Target",2.5
"5312",2014-12-30,"Cash Rate Target",2.5
"5313",2014-12-31,"Cash Rate Target",2.5
"5314",2015-01-02,"Cash Rate Target",2.5
"5315",2015-01-05,"Cash Rate Target",2.5
"5316",2015-01-06,"Cash Rate Target",2.5
"5317",2015-01-07,"Cash Rate Target",2.5
"5318",2015-01-08,"Cash Rate Target",2.5
"5319",2015-01-09,"Cash Rate Target",2.5
"5320",2015-01-12,"Cash Rate Target",2.5
"5321",2015-01-13,"Cash Rate Target",2.5
"5322",2015-01-14,"Cash Rate Target",2.5
"5323",2015-01-15,"Cash Rate Target",2.5
"5324",2015-01-16,"Cash Rate Target",2.5
"5325",2015-01-19,"Cash Rate Target",2.5
"5326",2015-01-20,"Cash Rate Target",2.5
"5327",2015-01-21,"Cash Rate Target",2.5
"5328",2015-01-22,"Cash Rate Target",2.5
"5329",2015-01-23,"Cash Rate Target",2.5
"5330",2015-01-27,"Cash Rate Target",2.5
"5331",2015-01-28,"Cash Rate Target",2.5
"5332",2015-01-29,"Cash Rate Target",2.5
"5333",2015-01-30,"Cash Rate Target",2.5
"5334",2015-02-02,"Cash Rate Target",2.5
"5335",2015-02-03,"Cash Rate Target",2.5
"5336",2015-02-04,"Cash Rate Target",2.25
"5337",2015-02-05,"Cash Rate Target",2.25
"5338",2015-02-06,"Cash Rate Target",2.25
"5339",2015-02-09,"Cash Rate Target",2.25
"5340",2015-02-10,"Cash Rate Target",2.25
"5341",2015-02-11,"Cash Rate Target",2.25
"5342",2015-02-12,"Cash Rate Target",2.25
"5343",2015-02-13,"Cash Rate Target",2.25
"5344",2015-02-16,"Cash Rate Target",2.25
"5345",2015-02-17,"Cash Rate Target",2.25
"5346",2015-02-18,"Cash Rate Target",2.25
"5347",2015-02-19,"Cash Rate Target",2.25
"5348",2015-02-20,"Cash Rate Target",2.25
"5349",2015-02-23,"Cash Rate Target",2.25
"5350",2015-02-24,"Cash Rate Target",2.25
"5351",2015-02-25,"Cash Rate Target",2.25
"5352",2015-02-26,"Cash Rate Target",2.25
"5353",2015-02-27,"Cash Rate Target",2.25
"5354",2015-03-02,"Cash Rate Target",2.25
"5355",2015-03-03,"Cash Rate Target",2.25
"5356",2015-03-04,"Cash Rate Target",2.25
"5357",2015-03-05,"Cash Rate Target",2.25
"5358",2015-03-06,"Cash Rate Target",2.25
"5359",2015-03-09,"Cash Rate Target",2.25
"5360",2015-03-10,"Cash Rate Target",2.25
"5361",2015-03-11,"Cash Rate Target",2.25
"5362",2015-03-12,"Cash Rate Target",2.25
"5363",2015-03-13,"Cash Rate Target",2.25
"5364",2015-03-16,"Cash Rate Target",2.25
"5365",2015-03-17,"Cash Rate Target",2.25
"5366",2015-03-18,"Cash Rate Target",2.25
"5367",2015-03-19,"Cash Rate Target",2.25
"5368",2015-03-20,"Cash Rate Target",2.25
"5369",2015-03-23,"Cash Rate Target",2.25
"5370",2015-03-24,"Cash Rate Target",2.25
"5371",2015-03-25,"Cash Rate Target",2.25
"5372",2015-03-26,"Cash Rate Target",2.25
"5373",2015-03-27,"Cash Rate Target",2.25
"5374",2015-03-30,"Cash Rate Target",2.25
"5375",2015-03-31,"Cash Rate Target",2.25
"5376",2015-04-01,"Cash Rate Target",2.25
"5377",2015-04-02,"Cash Rate Target",2.25
"5378",2015-04-07,"Cash Rate Target",2.25
"5379",2015-04-08,"Cash Rate Target",2.25
"5380",2015-04-09,"Cash Rate Target",2.25
"5381",2015-04-10,"Cash Rate Target",2.25
"5382",2015-04-13,"Cash Rate Target",2.25
"5383",2015-04-14,"Cash Rate Target",2.25
"5384",2015-04-15,"Cash Rate Target",2.25
"5385",2015-04-16,"Cash Rate Target",2.25
"5386",2015-04-17,"Cash Rate Target",2.25
"5387",2015-04-20,"Cash Rate Target",2.25
"5388",2015-04-21,"Cash Rate Target",2.25
"5389",2015-04-22,"Cash Rate Target",2.25
"5390",2015-04-23,"Cash Rate Target",2.25
"5391",2015-04-24,"Cash Rate Target",2.25
"5392",2015-04-27,"Cash Rate Target",2.25
"5393",2015-04-28,"Cash Rate Target",2.25
"5394",2015-04-29,"Cash Rate Target",2.25
"5395",2015-04-30,"Cash Rate Target",2.25
"5396",2015-05-01,"Cash Rate Target",2.25
"5397",2015-05-04,"Cash Rate Target",2.25
"5398",2015-05-05,"Cash Rate Target",2.25
"5399",2015-05-06,"Cash Rate Target",2
"5400",2015-05-07,"Cash Rate Target",2
"5401",2015-05-08,"Cash Rate Target",2
"5402",2015-05-11,"Cash Rate Target",2
"5403",2015-05-12,"Cash Rate Target",2
"5404",2015-05-13,"Cash Rate Target",2
"5405",2015-05-14,"Cash Rate Target",2
"5406",2015-05-15,"Cash Rate Target",2
"5407",2015-05-18,"Cash Rate Target",2
"5408",2015-05-19,"Cash Rate Target",2
"5409",2015-05-20,"Cash Rate Target",2
"5410",2015-05-21,"Cash Rate Target",2
"5411",2015-05-22,"Cash Rate Target",2
"5412",2015-05-25,"Cash Rate Target",2
"5413",2015-05-26,"Cash Rate Target",2
"5414",2015-05-27,"Cash Rate Target",2
"5415",2015-05-28,"Cash Rate Target",2
"5416",2015-05-29,"Cash Rate Target",2
"5417",2015-06-01,"Cash Rate Target",2
"5418",2015-06-02,"Cash Rate Target",2
"5419",2015-06-03,"Cash Rate Target",2
"5420",2015-06-04,"Cash Rate Target",2
"5421",2015-06-05,"Cash Rate Target",2
"5422",2015-06-09,"Cash Rate Target",2
"5423",2015-06-10,"Cash Rate Target",2
"5424",2015-06-11,"Cash Rate Target",2
"5425",2015-06-12,"Cash Rate Target",2
"5426",2015-06-15,"Cash Rate Target",2
"5427",2015-06-16,"Cash Rate Target",2
"5428",2015-06-17,"Cash Rate Target",2
"5429",2015-06-18,"Cash Rate Target",2
"5430",2015-06-19,"Cash Rate Target",2
"5431",2015-06-22,"Cash Rate Target",2
"5432",2015-06-23,"Cash Rate Target",2
"5433",2015-06-24,"Cash Rate Target",2
"5434",2015-06-25,"Cash Rate Target",2
"5435",2015-06-26,"Cash Rate Target",2
"5436",2015-06-29,"Cash Rate Target",2
"5437",2015-06-30,"Cash Rate Target",2
"5438",2015-07-01,"Cash Rate Target",2
"5439",2015-07-02,"Cash Rate Target",2
"5440",2015-07-03,"Cash Rate Target",2
"5441",2015-07-06,"Cash Rate Target",2
"5442",2015-07-07,"Cash Rate Target",2
"5443",2015-07-08,"Cash Rate Target",2
"5444",2015-07-09,"Cash Rate Target",2
"5445",2015-07-10,"Cash Rate Target",2
"5446",2015-07-13,"Cash Rate Target",2
"5447",2015-07-14,"Cash Rate Target",2
"5448",2015-07-15,"Cash Rate Target",2
"5449",2015-07-16,"Cash Rate Target",2
"5450",2015-07-17,"Cash Rate Target",2
"5451",2015-07-20,"Cash Rate Target",2
"5452",2015-07-21,"Cash Rate Target",2
"5453",2015-07-22,"Cash Rate Target",2
"5454",2015-07-23,"Cash Rate Target",2
"5455",2015-07-24,"Cash Rate Target",2
"5456",2015-07-27,"Cash Rate Target",2
"5457",2015-07-28,"Cash Rate Target",2
"5458",2015-07-29,"Cash Rate Target",2
"5459",2015-07-30,"Cash Rate Target",2
"5460",2015-07-31,"Cash Rate Target",2
"5461",2015-08-03,"Cash Rate Target",2
"5462",2015-08-04,"Cash Rate Target",2
"5463",2015-08-05,"Cash Rate Target",2
"5464",2015-08-06,"Cash Rate Target",2
"5465",2015-08-07,"Cash Rate Target",2
"5466",2015-08-10,"Cash Rate Target",2
"5467",2015-08-11,"Cash Rate Target",2
"5468",2015-08-12,"Cash Rate Target",2
"5469",2015-08-13,"Cash Rate Target",2
"5470",2015-08-14,"Cash Rate Target",2
"5471",2015-08-17,"Cash Rate Target",2
"5472",2015-08-18,"Cash Rate Target",2
"5473",2015-08-19,"Cash Rate Target",2
"5474",2015-08-20,"Cash Rate Target",2
"5475",2015-08-21,"Cash Rate Target",2
"5476",2015-08-24,"Cash Rate Target",2
"5477",2015-08-25,"Cash Rate Target",2
"5478",2015-08-26,"Cash Rate Target",2
"5479",2015-08-27,"Cash Rate Target",2
"5480",2015-08-28,"Cash Rate Target",2
"5481",2015-08-31,"Cash Rate Target",2
"5482",2015-09-01,"Cash Rate Target",2
"5483",2015-09-02,"Cash Rate Target",2
"5484",2015-09-03,"Cash Rate Target",2
"5485",2015-09-04,"Cash Rate Target",2
"5486",2015-09-07,"Cash Rate Target",2
"5487",2015-09-08,"Cash Rate Target",2
"5488",2015-09-09,"Cash Rate Target",2
"5489",2015-09-10,"Cash Rate Target",2
"5490",2015-09-11,"Cash Rate Target",2
"5491",2015-09-14,"Cash Rate Target",2
"5492",2015-09-15,"Cash Rate Target",2
"5493",2015-09-16,"Cash Rate Target",2
"5494",2015-09-17,"Cash Rate Target",2
"5495",2015-09-18,"Cash Rate Target",2
"5496",2015-09-21,"Cash Rate Target",2
"5497",2015-09-22,"Cash Rate Target",2
"5498",2015-09-23,"Cash Rate Target",2
"5499",2015-09-24,"Cash Rate Target",2
"5500",2015-09-25,"Cash Rate Target",2
"5501",2015-09-28,"Cash Rate Target",2
"5502",2015-09-29,"Cash Rate Target",2
"5503",2015-09-30,"Cash Rate Target",2
"5504",2015-10-01,"Cash Rate Target",2
"5505",2015-10-02,"Cash Rate Target",2
"5506",2015-10-05,"Cash Rate Target",2
"5507",2015-10-06,"Cash Rate Target",2
"5508",2015-10-07,"Cash Rate Target",2
"5509",2015-10-08,"Cash Rate Target",2
"5510",2015-10-09,"Cash Rate Target",2
"5511",2015-10-12,"Cash Rate Target",2
"5512",2015-10-13,"Cash Rate Target",2
"5513",2015-10-14,"Cash Rate Target",2
"5514",2015-10-15,"Cash Rate Target",2
"5515",2015-10-16,"Cash Rate Target",2
"5516",2015-10-19,"Cash Rate Target",2
"5517",2015-10-20,"Cash Rate Target",2
"5518",2015-10-21,"Cash Rate Target",2
"5519",2015-10-22,"Cash Rate Target",2
"5520",2015-10-23,"Cash Rate Target",2
"5521",2015-10-26,"Cash Rate Target",2
"5522",2015-10-27,"Cash Rate Target",2
"5523",2015-10-28,"Cash Rate Target",2
"5524",2015-10-29,"Cash Rate Target",2
"5525",2015-10-30,"Cash Rate Target",2
"5526",2015-11-02,"Cash Rate Target",2
"5527",2015-11-03,"Cash Rate Target",2
"5528",2015-11-04,"Cash Rate Target",2
"5529",2015-11-05,"Cash Rate Target",2
"5530",2015-11-06,"Cash Rate Target",2
"5531",2015-11-09,"Cash Rate Target",2
"5532",2015-11-10,"Cash Rate Target",2
"5533",2015-11-11,"Cash Rate Target",2
"5534",2015-11-12,"Cash Rate Target",2
"5535",2015-11-13,"Cash Rate Target",2
"5536",2015-11-16,"Cash Rate Target",2
"5537",2015-11-17,"Cash Rate Target",2
